Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35009,-,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,15307,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,261,Mil Reais,-,Mil Reais,-,Mil Reais,33337,Mil Reais,...,Mil Reais,-,Mil Reais,444,Mil Reais,444,Mil Reais,-,Mil Reais,...,Mil Reais,411547,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,656,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,150,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,98042,Mil Reais,3350,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,544,Mil Reais,8,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3685,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14590,Mil Reais,552,Mil Reais,346,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35010,983,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,3229,Mil Reais,-,Mil Reais,1955,Mil Reais,185,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4767,Mil Reais,...,Mil Reais,-,Mil Reais,23370,Mil Reais,23370,Mil Reais,-,Mil Reais,...,Mil Reais,1441942,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11571,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,389,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,200,Mil Reais,58,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,82525,Mil Reais,-,Mil Reais,25,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,233207,Mil Reais,9840,Mil Reais,-,Mil Reais,39405,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,68,2012
35011,-,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5565,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4274,Mil Reais,652,Mil Reais,...,Mil Reais,-,Mil Reais,7185,Mil Reais,7185,Mil Reais,-,Mil Reais,...,Mil Reais,523042,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,31,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,497,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,283,Mil Reais,67,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21571,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,54638,Mil Reais,2090,Mil Reais,-,Mil Reais,7786,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35012,516,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,106,Mil Reais,-,Mil Reais,-,Mil Reais,2289,Mil Reais,-,Mil Reais,-,Mil Reais,63,Mil Reais,...,Mil Reais,-,Mil Reais,381743,Mil Reais,381743,Mil Reais,-,Mil Reais,...,Mil Reais,161866,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,778,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,38451,Mil Reais,23,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1915,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13093,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6917,Mil Reais,417,Mil Reais,34,Mil Reais,1440,Mil Reais,176,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,144,2012
35013,2254,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,59641,Mil Reais,81,Mil Reais,-,Mil Reais,-,Mil Reais,165,Mil Reais,578,Mil Reais,-,Mil Reais,5331,Mil Reais,...,Mil Reais,-,Mil Reais,1593,Mil Reais,1593,Mil Reais,-,Mil Reais,...,Mil Reais,1059298,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,28299,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,411,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,153,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,24220,Mil Reais,-,Mil Reais,-,Mil Reais,150961,Mil Reais,83585,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,436,Mil Reais,-,Mil Reais,3398,Mil Reais,52589,Mil Reais,784,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9250,Mil Reais,-,Mil Reais,276,Mil Reais,-,Mil Reais,275,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21625,Mil Reais,66,Mil Reais,11048,Mil Reais,624,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,310,2012
35014,9632,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12975,Mil Reais,457,Mil Reais,-,Mil Reais,-,Mil Reais,1197,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,24987,Mil Reais,24987,Mil Reais,-,Mil Reais,...,Mil Reais,1418259,Mil Reais,...,Mil Reais,4,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,213,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,363,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,22,Mil Reais,-,Mil Reais,-,Mil Reais,16116,Mil Reais,2617,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,898,Mil Reais,4363,Mil Reais,59,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8339,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,23644,Mil Reais,10,Mil Reais,3983,Mil Reais,12483,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35015,1477,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,506,Mil Reais,75,Mil Reais,-,Mil Reais,-,Mil Reais,40,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,103687,Mil Reais,103687,Mil Reais,-,Mil Reais,...,Mil Reais,382021,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,3131,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,137,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18717,Mil Reais,131,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,22176,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11046,Mil Reais,-,Mil Reais,1071,Mil Reais,26125,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30,2012
35016,-,Mil Reais,62212,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,674,Mil Reais,-,Mil Reais,1643,Mil Reais,40,Mil Reais,-,Mil Reais,-,Mil Reais,6548,Mil Reais,-,Mil Reais,-,Mil Reais,6589,Mil Reais,...,Mil Reais,-,Mil Reais,392,Mil Reais,392,Mil Reais,-,Mil Reais,...,Mil Reais,872410,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,281,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4915,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12358,Mil Reais,6892,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3836,Mil Reais,4364,Mil Reais,108,Mil Reais,-,Mil Reais,175,Mil Reais,-,Mil Reais,25210,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9439,Mil Reais,166,Mil Reais,92,Mil Reais,79,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35017,-,Mil Reais,4024,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9508,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4365,Mil Reais,-,Mil Reais,-,Mil Reais,20363,Mil Reais,...,Mil Reais,-,Mil Reais,945,Mil Reais,945,Mil Reais,-,Mil Reais,...,Mil Reais,870989,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,2630,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2834,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1769,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6238,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,404,Mil Reais,1981,Mil Reais,-,Mil Reais,-,Mil Reais,477,Mil Reais,-,Mil Reais,18743,Mil Reais,-,Mil Reais,81,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,15110,Mil Reais,100,Mil Reais,-,Mil Reais,5909,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35018,65,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12681,Mil Reais,58,Mil Reais,-,Mil Reais,-,Mil Reais,7348,Mil Reais,3293,Mil Reais,-,Mil Reais,15253,Mil Reais,...,Mil Reais,-,Mil Reais,11779,Mil Reais,11779,Mil Reais,-,Mil Reais,...,Mil Reais,648468,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,500,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1070,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,824,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2479,Mil Reais,-,Mil Reais,1061,Mil Reais,395,Mil Reais,225,Mil Reais,-,Mil Reais,1036,Mil Reais,70,Mil Reais,27766,Mil Reais,-,Mil Reais,252,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,40953,Mil Reais,1214,Mil Reais,67,Mil Reais,19499,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3,Mil Reais,-,2012
35019,37,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12847,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,377,Mil Reais,-,Mil Reais,-,Mil Reais,423,Mil Reais,...,Mil Reais,-,Mil Reais,2438,Mil Reais,2438,Mil Reais,-,Mil Reais,...,Mil Reais,104719,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,126,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,810,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,297,Mil Reais,-,Mil Reais,-,Mil Reais,6968,Mil Reais,90,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,651,Mil Reais,-,Mil Reais,88,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,15101,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,702,Mil Reais,44,Mil Reais,538,Mil Reais,293,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35020,1742,Mil Reais,11169,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10084,Mil Reais,109,Mil Reais,-,Mil Reais,-,Mil Reais,1005,Mil Reais,19,Mil Reais,-,Mil Reais,9882,Mil Reais,...,Mil Reais,-,Mil Reais,17035,Mil Reais,17035,Mil Reais,-,Mil Reais,...,Mil Reais,748964,Mil Reais,...,Mil Reais,536,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,750,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,47,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,529,Mil Reais,-,Mil Reais,-,Mil Reais,167798,Mil Reais,1274,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,118,Mil Reais,-,Mil Reais,4975,Mil Reais,76,Mil Reais,331,Mil Reais,-,Mil Reais,121,Mil Reais,-,Mil Reais,8210,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1083,Mil Reais,120,Mil Reais,1012,Mil Reais,1568,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,301,2012
35021,232,Mil Reais,323,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,215,Mil Reais,-,Mil Reais,2684,Mil Reais,460,Mil Reais,-,Mil Reais,-,Mil Reais,131,Mil Reais,-,Mil Reais,-,Mil Reais,275,Mil Reais,...,Mil Reais,-,Mil Reais,50533,Mil Reais,50533,Mil Reais,-,Mil Reais,...,Mil Reais,963497,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,89,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,213,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,24,Mil Reais,-,Mil Reais,-,Mil Reais,42607,Mil Reais,234,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,350,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9004,Mil Reais,2748,Mil Reais,378,Mil Reais,-,Mil Reais,42,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2741,Mil Reais,-,Mil Reais,1826,Mil Reais,70,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35022,188,Mil Reais,2300,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,54675,Mil Reais,-,Mil Reais,-,Mil Reais,1538,Mil Reais,-,Mil Reais,-,Mil Reais,12950,Mil Reais,-,Mil Reais,83560,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,26195,Mil Reais,26195,Mil Reais,-,Mil Reais,...,Mil Reais,227452,Mil Reais,...,Mil Reais,2139,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,99949,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,698,Mil Reais,-,Mil Reais,-,Mil Reais,178914,Mil Reais,140,Mil Reais,-,Mil Reais,2900,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2609,Mil Reais,-,Mil Reais,655,Mil Reais,-,Mil Reais,1328,Mil Reais,-,Mil Reais,66207,Mil Reais,-,Mil Reais,720,Mil Reais,-,Mil Reais,6254,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,62925,Mil Reais,-,Mil Reais,1365,Mil Reais,299,Mil Reais,7132,Mil Reais,1260,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35023,-,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,206,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2324,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,23630,Mil Reais,23630,Mil Reais,-,Mil Reais,...,Mil Reais,299817,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,973,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,126545,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1739,Mil Reais,-,Mil Reais,146,Mil Reais,-,Mil Reais,144,Mil Reais,-,Mil Reais,8493,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3160,Mil Reais,13,Mil Reais,-,Mil Reais,2880,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35024,-,Mil Reais,66,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21096,Mil Reais,16,Mil Reais,-,Mil Reais,-,Mil Reais,4615,Mil Reais,-,Mil Reais,-,Mil Reais,8910,Mil Reais,...,Mil Reais,-,Mil Reais,5045,Mil Reais,5045,Mil Reais,-,Mil Reais,...,Mil Reais,1330882,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,601,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,398,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7802,Mil Reais,-,Mil Reais,-,Mil Reais,274511,Mil Reais,14588,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6229,Mil Reais,2476,Mil Reais,-,Mil Reais,-,Mil Reais,4483,Mil Reais,-,Mil Reais,22497,Mil Reais,-,Mil Reais,59,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10466,Mil Reais,194,Mil Reais,3542,Mil Reais,3077,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21,2012
35025,395,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,32,Mil Reais,-,Mil Reais,-,Mil Reais,184,Mil Reais,-,Mil Reais,-,Mil Reais,378,Mil Reais,...,Mil Reais,-,Mil Reais,11282,Mil Reais,11282,Mil Reais,-,Mil Reais,...,Mil Reais,457451,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1025,Mil Reais,-,Mil Reais,-,Mil Reais,45692,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1350,Mil Reais,-,Mil Reais,45,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11551,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1260,Mil Reais,-,Mil Reais,585,Mil Reais,1222,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35026,249,Mil Reais,89,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,6,Mil Reais,-,Mil Reais,83,Mil Reais,-,Mil Reais,-,Mil Reais,706,Mil Reais,-,Mil Reais,-,Mil Reais,2219,Mil Reais,...,Mil Reais,-,Mil Reais,17008,Mil Reais,17008,Mil Reais,-,Mil Reais,...,Mil Reais,233214,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,251,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,99,Mil Reais,-,Mil Reais,-,Mil Reais,83498,Mil Reais,2668,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2068,Mil Reais,402,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3510,Mil Reais,311,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2413,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35027,4424,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,2049,Mil Reais,-,Mil Reais,-,Mil Reais,278,Mil Reais,-,Mil Reais,-,Mil Reais,1630,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,14619,Mil Reais,14619,Mil Reais,-,Mil Reais,...,Mil Reais,422533,Mil Reais,...,Mil Reais,175,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2198,Mil Reais,-,Mil Reais,-,Mil Reais,499,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,85623,Mil Reais,1054,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11003,Mil Reais,167,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,37362,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6062,Mil Reais,59,Mil Reais,16056,Mil Reais,15653,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2012
35028,-,Mil Reais,-,Mil Reais,...,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13,Mil Reais,-,Mil Reais,-,Mil Reais,1797,Mil Reais,44,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,1121,Mil Reais,1121,Mil Reais,-,Mil Reais,...,Mil Reais,793454,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,114,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,31028,Mil Reais,126,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18689,Mil Reais,786,Mil Reais,100,Mil Reais,-,Mil Reais,3377,Mil Reais,-,Mil Reais,11510,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1097,Mil Reais,62,Mil Reais,2623,Mil Reais,581,Mil Reais,41,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,45,2012
