Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
25014,-,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,40,Hectares,218,Hectares,33,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,98,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,160,Hectares,2410,Hectares,-,Hectares,82,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,7,Hectares,75,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,380,Hectares,36,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,990,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,660,Hectares,-,Hectares,-,Hectares,240,Hectares,8,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
31026,-,Hectares,17,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,248,Hectares,-,Hectares,-,Hectares,16,Hectares,-,Hectares,-,Hectares,10,Hectares,...,Hectares,-,Hectares,670,Hectares,670,Hectares,-,Hectares,...,Hectares,25591,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,730,Hectares,-,Hectares,-,Hectares,190,Hectares,-,Hectares,-,Hectares,-,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,457,Hectares,-,Hectares,27,Hectares,-,Hectares,200,Hectares,-,Hectares,9460,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2500,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35001,-,Hectares,5,Hectares,...,Hectares,...,Hectares,-,Hectares,65,Hectares,-,Hectares,5,Hectares,32,Hectares,-,Hectares,-,Hectares,3300,Hectares,-,Hectares,-,Hectares,1475,Hectares,...,Hectares,-,Hectares,322,Hectares,322,Hectares,-,Hectares,...,Hectares,41569,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,37,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,353,Hectares,-,Hectares,-,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,13155,Hectares,1733,Hectares,-,Hectares,-,Hectares,-,Hectares,59,Hectares,-,Hectares,162,Hectares,288,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,3579,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,500,Hectares,320,Hectares,123,Hectares,171,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,928,2012
35002,-,Hectares,3,Hectares,...,Hectares,...,Hectares,-,Hectares,285,Hectares,-,Hectares,-,Hectares,63,Hectares,-,Hectares,-,Hectares,1770,Hectares,-,Hectares,-,Hectares,2072,Hectares,...,Hectares,-,Hectares,262,Hectares,262,Hectares,-,Hectares,...,Hectares,44590,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,307,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8390,Hectares,267,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5762,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2270,Hectares,1611,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35003,-,Hectares,49,Hectares,...,Hectares,...,Hectares,-,Hectares,1389,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,260,Hectares,-,Hectares,-,Hectares,703,Hectares,...,Hectares,-,Hectares,399,Hectares,399,Hectares,-,Hectares,...,Hectares,61737,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,780,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5837,Hectares,27,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16,Hectares,200,Hectares,-,Hectares,-,Hectares,11,Hectares,-,Hectares,9940,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3198,Hectares,300,Hectares,3,Hectares,316,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,15,2012
35004,60,Hectares,25,Hectares,...,Hectares,...,Hectares,-,Hectares,60,Hectares,-,Hectares,3750,Hectares,300,Hectares,-,Hectares,-,Hectares,274,Hectares,-,Hectares,-,Hectares,17207,Hectares,...,Hectares,-,Hectares,1472,Hectares,1472,Hectares,-,Hectares,...,Hectares,391182,Hectares,...,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,580,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1094,Hectares,-,Hectares,-,Hectares,-,Hectares,104,Hectares,-,Hectares,-,Hectares,42448,Hectares,4185,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,579,Hectares,928,Hectares,12,Hectares,-,Hectares,55,Hectares,-,Hectares,27500,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7670,Hectares,2390,Hectares,632,Hectares,149,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,19,2012
35005,61,Hectares,6,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,1,Hectares,1098,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,74,Hectares,-,Hectares,1797,Hectares,...,Hectares,-,Hectares,106,Hectares,106,Hectares,-,Hectares,...,Hectares,133932,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,85,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,94,Hectares,-,Hectares,-,Hectares,8334,Hectares,1583,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,336,Hectares,300,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,1392,Hectares,-,Hectares,24,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,720,Hectares,-,Hectares,359,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2012
35006,-,Hectares,10,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,110,Hectares,-,Hectares,-,Hectares,-,Hectares,130,Hectares,-,Hectares,-,Hectares,694,Hectares,...,Hectares,-,Hectares,67,Hectares,67,Hectares,-,Hectares,...,Hectares,57080,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,356,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1932,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,157,Hectares,-,Hectares,-,Hectares,13,Hectares,-,Hectares,4136,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,811,Hectares,150,Hectares,3,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35007,10,Hectares,2,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,100,Hectares,19,Hectares,-,Hectares,-,Hectares,106,Hectares,-,Hectares,-,Hectares,9178,Hectares,...,Hectares,-,Hectares,491,Hectares,491,Hectares,-,Hectares,...,Hectares,77876,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,80,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,3096,Hectares,26,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,16,Hectares,419,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,3112,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,70,Hectares,80,Hectares,39,Hectares,22,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,13,2012
35008,6,Hectares,13,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,3270,Hectares,200,Hectares,-,Hectares,-,Hectares,266,Hectares,-,Hectares,-,Hectares,1595,Hectares,...,Hectares,-,Hectares,39,Hectares,39,Hectares,-,Hectares,...,Hectares,103182,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,37,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,330,Hectares,-,Hectares,200,Hectares,-,Hectares,203,Hectares,-,Hectares,-,Hectares,8275,Hectares,8143,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,175,Hectares,336,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,4600,Hectares,-,Hectares,75,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,320,Hectares,120,Hectares,619,Hectares,212,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35009,-,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2923,Hectares,-,Hectares,-,Hectares,-,Hectares,29,Hectares,-,Hectares,-,Hectares,3155,Hectares,...,Hectares,-,Hectares,50,Hectares,50,Hectares,-,Hectares,...,Hectares,119732,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,64,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,60,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,27203,Hectares,622,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,47,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2178,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6478,Hectares,950,Hectares,35,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35010,43,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,257,Hectares,-,Hectares,596,Hectares,62,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,436,Hectares,...,Hectares,-,Hectares,1491,Hectares,1491,Hectares,-,Hectares,...,Hectares,334237,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1920,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,120,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,14,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,33233,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,85704,Hectares,8595,Hectares,-,Hectares,2167,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,2012
35011,-,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,855,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,110,Hectares,96,Hectares,...,Hectares,-,Hectares,801,Hectares,801,Hectares,-,Hectares,...,Hectares,118728,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,80,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,753,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,22,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,9033,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,17126,Hectares,1686,Hectares,-,Hectares,122,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35012,41,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,79,Hectares,-,Hectares,-,Hectares,186,Hectares,-,Hectares,-,Hectares,11,Hectares,...,Hectares,-,Hectares,39331,Hectares,39331,Hectares,-,Hectares,...,Hectares,64910,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,295,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3290,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,151,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7400,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3955,Hectares,250,Hectares,3,Hectares,35,Hectares,71,Hectares,-,Hectares,-,Hectares,-,Hectares,3,2012
35013,191,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,11820,Hectares,66,Hectares,-,Hectares,-,Hectares,19,Hectares,61,Hectares,-,Hectares,618,Hectares,...,Hectares,-,Hectares,204,Hectares,204,Hectares,-,Hectares,...,Hectares,257840,Hectares,...,Hectares,-,Hectares,-,Hectares,1571,Hectares,-,Hectares,-,Hectares,-,Hectares,36,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,40,Hectares,-,Hectares,-,Hectares,-,Hectares,1912,Hectares,-,Hectares,-,Hectares,33550,Hectares,5247,Hectares,-,Hectares,-,Hectares,-,Hectares,13,Hectares,-,Hectares,671,Hectares,6658,Hectares,55,Hectares,-,Hectares,-,Hectares,-,Hectares,6634,Hectares,-,Hectares,42,Hectares,-,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,6525,Hectares,76,Hectares,1262,Hectares,105,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8,2012
35014,498,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,5396,Hectares,188,Hectares,-,Hectares,-,Hectares,211,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,1950,Hectares,1950,Hectares,-,Hectares,...,Hectares,326008,Hectares,...,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,106,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,4922,Hectares,42,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,419,Hectares,170,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,3061,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7500,Hectares,11,Hectares,99,Hectares,88,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35015,133,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,440,Hectares,60,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,10128,Hectares,10128,Hectares,-,Hectares,...,Hectares,91822,Hectares,...,Hectares,-,Hectares,-,Hectares,70,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,70,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2726,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6512,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3350,Hectares,1,Hectares,26,Hectares,101,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2012
35016,-,Hectares,2340,Hectares,...,Hectares,...,Hectares,-,Hectares,121,Hectares,-,Hectares,450,Hectares,42,Hectares,-,Hectares,-,Hectares,595,Hectares,-,Hectares,-,Hectares,813,Hectares,...,Hectares,-,Hectares,95,Hectares,95,Hectares,-,Hectares,...,Hectares,186007,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,34,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,813,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1876,Hectares,839,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,433,Hectares,551,Hectares,5,Hectares,-,Hectares,11,Hectares,-,Hectares,12112,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3590,Hectares,208,Hectares,10,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35017,-,Hectares,164,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2365,Hectares,-,Hectares,-,Hectares,-,Hectares,331,Hectares,-,Hectares,-,Hectares,2268,Hectares,...,Hectares,-,Hectares,147,Hectares,147,Hectares,-,Hectares,...,Hectares,199993,Hectares,...,Hectares,-,Hectares,-,Hectares,102,Hectares,-,Hectares,-,Hectares,-,Hectares,196,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,689,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,818,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,69,Hectares,123,Hectares,-,Hectares,-,Hectares,65,Hectares,-,Hectares,11084,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7562,Hectares,87,Hectares,-,Hectares,249,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35018,5,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,3820,Hectares,27,Hectares,-,Hectares,-,Hectares,603,Hectares,663,Hectares,-,Hectares,1521,Hectares,...,Hectares,-,Hectares,2066,Hectares,2066,Hectares,-,Hectares,...,Hectares,170031,Hectares,...,Hectares,-,Hectares,-,Hectares,16,Hectares,-,Hectares,-,Hectares,-,Hectares,71,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,178,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,74,Hectares,-,Hectares,158,Hectares,25,Hectares,14,Hectares,-,Hectares,123,Hectares,5,Hectares,15136,Hectares,-,Hectares,63,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16087,Hectares,1283,Hectares,7,Hectares,356,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,2012
35019,2,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2473,Hectares,-,Hectares,-,Hectares,-,Hectares,65,Hectares,-,Hectares,-,Hectares,50,Hectares,...,Hectares,-,Hectares,380,Hectares,380,Hectares,-,Hectares,...,Hectares,29316,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,48,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,198,Hectares,-,Hectares,-,Hectares,-,Hectares,27,Hectares,-,Hectares,-,Hectares,1260,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,180,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,8181,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,300,Hectares,50,Hectares,55,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35020,329,Hectares,870,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2601,Hectares,107,Hectares,-,Hectares,-,Hectares,76,Hectares,5,Hectares,-,Hectares,1202,Hectares,...,Hectares,-,Hectares,3099,Hectares,3099,Hectares,-,Hectares,...,Hectares,136347,Hectares,...,Hectares,16,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,64,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,18,Hectares,-,Hectares,-,Hectares,-,Hectares,145,Hectares,-,Hectares,-,Hectares,27747,Hectares,155,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,1072,Hectares,7,Hectares,20,Hectares,-,Hectares,12,Hectares,-,Hectares,4657,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,523,Hectares,140,Hectares,95,Hectares,21,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,2012
35021,25,Hectares,36,Hectares,...,Hectares,...,Hectares,-,Hectares,30,Hectares,-,Hectares,715,Hectares,240,Hectares,-,Hectares,-,Hectares,7,Hectares,-,Hectares,-,Hectares,36,Hectares,...,Hectares,-,Hectares,5204,Hectares,5204,Hectares,-,Hectares,...,Hectares,225369,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,145,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,8597,Hectares,139,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,54,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4825,Hectares,599,Hectares,16,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,1254,Hectares,-,Hectares,445,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35022,38,Hectares,100,Hectares,...,Hectares,...,Hectares,-,Hectares,7500,Hectares,-,Hectares,-,Hectares,570,Hectares,-,Hectares,-,Hectares,852,Hectares,-,Hectares,5200,Hectares,-,Hectares,...,Hectares,-,Hectares,5330,Hectares,5330,Hectares,-,Hectares,...,Hectares,57500,Hectares,...,Hectares,60,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,14660,Hectares,-,Hectares,-,Hectares,-,Hectares,45,Hectares,-,Hectares,-,Hectares,23880,Hectares,30,Hectares,-,Hectares,76,Hectares,-,Hectares,-,Hectares,-,Hectares,800,Hectares,-,Hectares,34,Hectares,-,Hectares,175,Hectares,-,Hectares,29350,Hectares,-,Hectares,80,Hectares,-,Hectares,220,Hectares,-,Hectares,-,Hectares,-,Hectares,21250,Hectares,-,Hectares,80,Hectares,25,Hectares,4400,Hectares,2200,Hectares,-,Hectares,-,Hectares,-,2012
35023,-,Hectares,-,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,92,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,95,Hectares,-,Hectares,...,Hectares,-,Hectares,3654,Hectares,3654,Hectares,-,Hectares,...,Hectares,66834,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,325,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,13915,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,365,Hectares,-,Hectares,9,Hectares,-,Hectares,12,Hectares,-,Hectares,4050,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1533,Hectares,16,Hectares,-,Hectares,40,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2012
35024,-,Hectares,5,Hectares,...,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,6474,Hectares,20,Hectares,-,Hectares,-,Hectares,272,Hectares,-,Hectares,-,Hectares,996,Hectares,...,Hectares,-,Hectares,369,Hectares,369,Hectares,-,Hectares,...,Hectares,272934,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,56,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,140,Hectares,-,Hectares,-,Hectares,-,Hectares,555,Hectares,-,Hectares,-,Hectares,62136,Hectares,1159,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,445,Hectares,384,Hectares,-,Hectares,-,Hectares,410,Hectares,-,Hectares,10245,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3850,Hectares,262,Hectares,338,Hectares,59,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,2012
